User_Name,Five_most_used_Theme,Category
Doc103,"{'Maquis des Vosges': 4, 'Corps humain': 4, 'Polder': 4, 'Thaon-les-Vosges (commune déléguée)': 4, 'Complot du 20 juillet 1944': 4}",300 (film)
Docteur Doc,"{'Grand Prix automobile du Canada 1995': 107, 'Grand Prix automobile de Monaco 1995': 88, 'Grand Prix automobile du Pacifique 1995': 27, ""Grand Prix automobile d'Europe 1995"": 18, 'Tales of Graces': 16}",Guerres médiques
DocteurCosmos,"{'Jean Bricmont': 6, 'Raphaël Meltz': 5, 'Biolait': 5, 'Art Shay': 4, 'Jack London': 4}","Bataille de Marathon,Darius Ier,Léonidas Ier de Sparte"
Dodeeric,"{'Utilisateur:Dodeeric/Outils': 76, 'Utilisateur:Dodeeric/Brouillon': 47, 'Utilisateur:Dodeeric': 35, 'Élisabeth en Bavière (1876-1965)': 30, 'Utilisateur:Dodeeric/Temp2': 27}","Bataille des Thermopyles,Bataille des Thermopyles"
DodekBot~frwiki,"{'Catégorie:Lemme de mathématiques': 1, 'Haskell Curry': 1, 'Fermeture (informatique)': 1, 'Lisp': 1, 'Héritage (informatique)': 1}","Mardonios,Datis,Eurybiade,Phidippidès"
Dodoïste,"{'Ergothérapie en basse-vision': 70, ""Utilisateur:C'est Verdon/Brouillon 2"": 35, 'Activités de la vie quotidienne': 19, 'KissKissBankBank': 18, 'Réadaptation visuelle': 12}",Bataille de Salamine
Dojada,"{'Moteur Diesel': 14, 'Jemappes': 9, 'Coupe du monde de football 2022': 9, 'Injection (moteur)': 6, 'Béarn (porte-avions)': 6}","Bataille des Thermopyles,Bataille des Thermopyles,Thermopyles,Léonidas Ier de Sparte"
Donatien92600,"{'Emmanuel Emenike': 12, 'Arbacès': 8, 'Ready Player One (film)': 7, 'Moussa Sow': 6, 'Downsizing (film)': 5}","Bataille des Thermopyles,Bataille des Thermopyles"
Donkey Chott,"{'Utilisateur:Donkey Chott/Brouillon': 61, 'Constante de Kepler-Bouwkamp': 12, 'Jean-Marie Fage': 5, 'Maurice Barrier': 3, 'Man Ray': 3}",Bataille de Marathon
DorganBot,"{'Dysprosium': 2, 'Didymus Chalcenterus': 2, 'Eternal Sunshine of the Spotless Mind': 2, 'Edward Hallett Carr': 2, 'Dunkleosteus': 2}","La Bataille des Thermopyles,Darius Ier,Hippias (tyran),Léonidas Ier de Sparte,Phidippidès"
Dorieo,"{'Djaouher Akrour': 8, 'Libye antique': 4, 'Monique Clavel-Lévêque': 4, 'Faux de guerre': 4, 'Mines du Laurion': 3}","Bataille de l'Eurymédon,Miltiade le Jeune"
Dorieo21,"{'Utilisateur:Dorieo21': 8, 'Pentécontaétie': 3, 'Stymphale': 3, 'Caffa (homonymie)': 3, 'Enez': 3}","Artapherne (fils d'Artapherne),Eurybiade,Xanthippe (père de Périclès)"
Dosto,"{'Qualité': 11, 'Management de la qualité': 9, ""Comité français d'accréditation"": 9, 'Ajustage (métrologie)': 8, 'Béruges': 7}",300 (film)
Dpegz,"{'Utilisateur:Dpegz': 3, 'Marcelo Crivella': 2, 'Géologie de Mars': 2, 'Miss France 1950': 2, 'Ligne Boten - Vientiane': 2}","Bataille de Salamine,Thémistocle"
DragonBot,"{'Chen Yun': 2, 'Maywood (Illinois)': 2, 'Lituanie': 2, 'Huang Xianfan': 2, 'Histoire du Japon': 1}","Darius Ier,Xerxès Ier"
Dragut78,"{'Châamba': 8, 'Utilisateur:Dragut78': 3, ""Bataille de l'Artémision"": 2, 'Bataille de Platées': 2, 'Ouled Naïl': 1}","Bataille de l'Artémision,Bataille de Platées,Bataille des Thermopyles,Bataille des Thermopyles"
Drapé,"{'Otto van Veen': 8, 'Les Tilleroyes': 6, 'Chantal Rittaud-Hutinet': 5, 'Mère Teresa': 5, ""Œuvres inspirées par Jeanne d'Arc"": 5}",Léonidas Ier de Sparte
Drenk,"{'Guerres de Religion (France)': 3, 'Dassault Aviation': 2, 'Shadowrun': 2, 'Metalleux': 2, 'André Franquin': 2}",300 (bande dessinée)
Drongou,"{'ArrDee': 3, ""Liste d'affaires politico-financières françaises"": 2, 'Vital Nsimba': 2, 'The Smile': 2, 'Androlaelaps casalis': 2}",Artaban (fils d'Hystaspe)
Dubouch,"{'Personnages de Game of Thrones': 3, '300 (bande dessinée)': 2, 'Vito Corleone': 1, 'Sonny Corleone': 1, '300 (film)': 1}","300 (bande dessinée),300 (film)"
DumZiBoT,"{'Utilisateur:DumZiBoT/Log/MoveSubPages': 20, 'Projet:Musées/Évaluation/Statistiques détaillées': 3, 'Projet:Alsace/Évaluation/Statistiques détaillées': 3, 'Projet:Nouveau-Brunswick/Évaluation/Statistiques détaillées': 3, 'Projet:Islam/Évaluation/Statistiques détaillées': 3}","Paix de Callias,Bataille du cap Mycale,300 (film),La Bataille des Thermopyles,Éphialtès de Trachis,Spartatouille,Achéménès (satrape),Ariabignès,Callimaque le Polémarque,Mégabaze,Phidippidès,Préxaspe,Xerxès Ier"
Durifon,"{'SOS Éducation': 17, 'Ostéopathie': 8, 'Panayotis Pascot': 7, 'Matteo Messina Denaro': 7, 'Stéphane Rousson': 6}",Ariphron
EDUCA33E,"{'Mister Monde 2010': 10, 'Utilisateur:EDUCA33E/orthopatrol.js': 7, 'Nessbeal': 5, 'Belgique': 3, 'Royal Excelsior Mouscron': 3}",Les Perses
Ebrambot,"{'Viêt Nam': 5, 'Bangladesh': 2, 'Bhoutan': 2, 'Ku Klux Klan': 2, 'Red (film, 2010)': 2}",Bataille du cap Mycale
Ediacara,"{'Affaire Séralini': 31, 'Centre de compétences suisse en sciences sociales': 19, ""911 (numéro d'appel d'urgence)"": 10, 'Autorité européenne de sécurité des aliments': 9, 'Gilles-Éric Séralini': 9}",Bataille de l'Eurymédon
Eka1,"{'Society for Psychical Research': 45, ""Influence hellénistique sur l'art indien"": 34, 'Animisme celtique': 19, 'Kóryos': 16, 'Palmette à flammes': 15}","Destruction achéménide d'Athènes,Mardonios,Bataille des Thermopyles,Bataille des Thermopyles,Campagne scythe de Darius Ier,Darius Ier"
ElPsyCongri,"{'Radiomètre de Crookes': 3, 'Démon de Laplace': 2, 'Principe de Landauer': 2, 'Vénus de Willendorf': 1, 'Tectiforme': 1}",Bataille de Marathon
Elemiah,"{'Utilisateur:Elemiah/automationTool.js': 29, 'Hyper Text Coffee Pot Control Protocol': 26, 'Utilisateur:Elemiah/monobook.js': 17, ""Liste de termes d'argot Internet"": 15, 'La Nuit des temps': 10}",300 (bande dessinée)
ElisN,"{'ZeratoR': 5, 'Jonathan Clauss': 4, 'Contrôle parental': 3, 'Révolution des Œillets': 2, 'Football américain': 2}",Bataille de Marathon
Ellisllk,"{'Utilisateur:Ellisllk': 9, 'Féminisme': 6, 'Théorème de Thalès': 6, 'Théorème de Thalès (mathématiques élémentaires)': 6, 'Projet:Sectes/Archive projet 2004-2006': 5}",Cimon
Elnon,"{'Sogyal Rinpoché': 44, 'Mouvement raëlien': 19, 'Utilisateur:Elnon': 14, 'Nacioun gardiano': 11, 'Lexique du jeu vidéo': 11}",Bataille de l'Artémision
ElphiBot,"{'Utilisateur:Elph/ammar': 63, 'Gangnam Style': 3, 'Championnat du monde des clubs de la FIFA 2000': 2, 'Giórgos Papandréou': 2, ""Tuerie de l'école primaire Sandy Hook"": 2}",300 (film)
EmausBot,"{'Utilisateur:Yug/Cryo': 2, 'Chanson de Beyoncé': 2, 'Bow Down (Béyoncé)': 2, 'Utilisateur:Mr. Ibrahem/Alopecia areata': 2, 'Avere-France (Association nationale pour le développement de la mobilité électrique)': 1}","Guerres médiques,Paix de Callias,Les Perses,Bataille de Marathon,Bataille de Platées,Bataille des Thermopyles,Bataille des Thermopyles,300 : La Naissance d'un empire,300 (bande dessinée),300 (film),Spartatouille,Ariabignès,Artapherne,Callimaque le Polémarque,Cimon,Darius Ier,Hippias (tyran),Léonidas Ier de Sparte,Léotychidas II,Mégabaze,Miltiade le Jeune,Phidippidès,Thémistocle,Xerxès Ier"
Emeric84,"{'Utilisateur:Emeric84': 23, ""Le Bois-d'Oingt"": 22, 'Rithmomachie': 8, 'Université Claude-Bernard-Lyon-I': 8, 'Liste des légions romaines': 7}",300 (bande dessinée)
En passant,"{'Et si la France avait continué la guerre': 5, 'Gambit Halloween': 5, 'Tableau de mat': 5, 'Anthropomorphisme': 4, ""Tartaglia (commedia dell'arte)"": 4}",Léonidas Ier de Sparte
Encolpe,"{'Liste des unités urbaines de France': 15, 'Prix Alley': 7, 'Baseball': 6, 'Prix Micheluzzi': 5, 'Prix Max et Moritz': 5}",300 (bande dessinée)
Enguerrand VII,"{'Kris (scénariste)': 16, 'Régis Franc': 15, 'Les Profs': 15, 'Pandora box': 15, 'Alex Toth': 14}",Bataille de Platées
Enrevseluj,"{'Sanctuaire de Notre-Dame des Larmes': 15, 'Fiodor Matiouchkine': 11, 'Claude Launoy': 11, 'Henry Montgomery Lawrence': 9, 'Baie Shelting': 7}",Phidippidès
Enrevseluj,"{'Sanctuaire de Notre-Dame des Larmes': 15, 'Fiodor Matiouchkine': 11, 'Claude Launoy': 11, 'Henry Montgomery Lawrence': 9, 'Gottfried von Bülow': 9}","Bataille de Marathon,Artaban (fils d'Hystaspe),Artaban l'Hyrcanien,Artapherne,Darius Ier,Hippias (tyran)"
Environnement2100,"{'Mark A. Landis': 80, 'Utilisateur:Environnement2100/Mark A. Landis': 14, 'Géopolitique du pétrole': 10, 'Histoire de la Courlande': 9, 'Christine Kelly': 7}",Les Perses
Eowyn Cwper,"{'Utilisateur:Eowyn Cwper/Claim': 44, 'Arnaud Thiry': 28, 'Utilisateur:Eowyn Cwper': 19, 'Utilisateur:Eowyn Cwper/common.js': 17, 'Utilisateur:Eowyn Cwper/Brouillon': 16}",Bataille de Salamine
EpopBot,"{'Vanilline': 1, ""Vanadate d'ammonium"": 1, 'Vamidothion': 1, 'Valinomycine': 1, 'Uranocène': 1}",Bataille du cap Mycale
Erabot,"{'Projet:Sociologie/Bistro/Archives 1': 1, 'Projet:Sociologie/Bistro/Archives 2': 1, 'Projet:Sciences humaines et sociales/Bistro/Archives 3': 1}",La Bataille des Thermopyles
Erasmus,"{'Bogdan': 7, 'Marigot': 6, 'Olanzapine': 5, 'Sage-femme': 5, 'Arménien oriental': 5}",Xerxès Ier
Erasmus.1948,"{'Utilisateur:Erasmus.1948': 4, 'Gobelets de Vicarello': 2, 'Bekaert (entreprise)': 2, 'Staten Island Railway': 2, 'Malgré-elles': 2}",Seconde guerre médique
ErasmusDesiderius,"{'Abdelkader ibn Muhieddine': 8, 'Armand le vampire': 7, 'Clarice Lispector': 6, 'Jean-Baptiste Gourion': 6, 'Amir Abbas Hoveida': 6}",Darius Ier
Erdrokan,"{'Philadelphie (homonymie)': 2, 'Vivica A. Fox': 2, 'Parc des Chaumettes': 2, 'Phénix (homonymie)': 2, 'Anne Roumanoff': 2}",300 (film)
Ericalens,"{'Utilisateur:Ericalens': 47, 'Utilisateur:Ericalens/Système Nerveux Central': 17, 'Projet:Biographie/Date de naissance et décès manquante/C': 13, 'Oswald (roi de Northumbrie)': 11, 'Projet:Biographie/Date de naissance et décès manquante/P': 8}",Xerxès Ier
Erine,"{'Projet:Blasons': 30, 'Christian IV (roi de Danemark)': 18, 'Lormes': 15, 'Utilisateur:Erine': 13, 'Chaumard (Nièvre)': 11}",Darius Ier
Erlenberg,"{'Aire urbaine (France)': 21, ""Liste des gares françaises accueillant plus d'un million de voyageurs par an"": 18, 'Liste des aéroports les plus fréquentés en France': 15, 'Unité urbaine de Paris': 8, 'Championnat de France de football 2017-2018': 7}",Guerres médiques
Ermis,"{'Olivier Delorme': 131, 'Robert de Laroche': 9, 'Hermès': 6, 'Homosexualité dans la littérature': 5, 'Édouard Limonov': 4}","Bataille de Salamine,Thémistocle"
Ertezoute,"{'Lloyd Bacon': 18, 'Modèle:Palette Lloyd Bacon': 9, 'Kimora Lee': 8, 'Liste des films produits par Warner Bros. Pictures': 7, 'Leo F. Forbstein': 4}",Guerres médiques
Erud,"{'Leucippe (homonymie)': 2, 'Divinités grecques marines': 2, 'Maître du Dipylon': 2, 'Musée archéologique du Céramique': 2, 'Toretsk': 2}","Mardonios,Artapherne (fils d'Artapherne),Cimon,Datis"
Erwan789,"{""Équipe d'Angleterre féminine de football"": 2, 'Léonidas Ier de Sparte': 1, 'Équipe de France militaire féminine de football': 1, 'Inessa Kaagman': 1, 'Fernando (football, 1987)': 1}",Léonidas Ier de Sparte
Es2003,"{'Élections départementales de 2015 dans le Val-de-Marne': 8, 'Abdelaziz Sfar': 8, 'Catégorie:Personnalité du Parti radical-socialiste Camille Pelletan': 3, 'Élections législatives de 2012 à Paris': 3, 'Coralie Delaume': 2}",Xerxès Ier
Escarbot,"{'Aéroport international de Taba': 1, 'Flotte jaune': 1, 'Commission Agranat': 1, 'Opération Badr (1973)': 1, 'Antisionisme': 1}","Mardonios,Bataille de Platées,Bataille de Salamine,300 (bande dessinée),Léonidas aux Thermopyles,Darius Ier,Thémistocle"
Eskimbot,"{'Əbulfəz Elcibəy': 1, 'Isa Qəmbər': 1, 'Isa Gambarov': 1, 'Ilkham Aliev': 1, 'Echelle internationale des evenements nucleaires': 1}","Paix de Callias,Bataille de Platées,Thermopyles,Achéménès (satrape),Cimon,Thémistocle"
Esprit Fugace,"{'Squid Game': 4, 'Droits des femmes': 3, 'Identité de genre': 3, 'Quotient intellectuel': 3, 'Femme': 3}",300 (film)
Estirabot,"{'Santiago Herrero': 2, 'Empire Gupta': 2, 'Borg (Star Trek)': 2, 'Empire mongol': 2, 'Accord de libre-échange nord-américain': 1}","300 (bande dessinée),Thémistocle"
Etat de Grace,"{'Lloyd Blankfein': 7, 'Pierre Touraine': 6, 'Le Guetteur (film)': 6, 'Galerie Kamel Mennour': 4, 'Catégorie:Collaborateur du MUR': 4}",300 : La Naissance d'un empire
Etiennekd,"{'Estelle Touzet': 53, ""Médaille de la jeunesse, des sports et de l'engagement associatif"": 33, 'Alain Carrier': 24, 'Forum de Vésone': 21, 'Portail:Périgueux/Introduction': 12}",Guerres médiques
Etthen,"{'Utilisateur:Etthen/Brouillon': 12, 'Projet:Restauration des ancres brisées/E': 3, 'Liste de logiciels de sauvegarde': 3, 'Pop! OS': 3, '181 (nombre)': 2}",300 : La Naissance d'un empire
Eunostos,"{'The Woman King': 52, 'Mastodon (réseau social)': 37, 'Michel Pinçon': 24, 'Makiko Futaki': 13, '7 Wonders': 12}","Les Perses,Bataille de Salamine,300 (bande dessinée),300 (film),Léonidas aux Thermopyles"
Exeyalphan,"{'La Pierre Blanche (association)': 42, 'Bataille de la Strėva': 10, 'Bataille des Thermopyles': 6, 'La Pierre blanche': 4, 'La Pierre Blanche': 4}","Bataille des Thermopyles,Bataille des Thermopyles"
Eybot,"{'Alexis Zywiecki': 2, 'Mathieu Robail': 2, 'Barel Mouko': 2, 'Darwin College': 1, 'Darkwatch': 1}","Bataille de Platées,Achéménès (satrape),Darius Ier,Miltiade le Jeune"
FDo64,"{""Modèle:Palette Municipalité d'Usora"": 1, ""Modèle:Palette Municipalité d'Ugljevik"": 1, ""Modèle:Palette Municipalité d'Ub"": 1, ""Modèle:Palette Municipalité d'Oštra Luka"": 1, ""Modèle:Palette Municipalité d'Osmaci"": 1}","Bataille de Ladé (494 av. J.-C.),Bataille de Platées,300 (bande dessinée),Adimante de Corinthe"
FDo64,"{'Modèle:Palette Municipalité de Kladovo': 1, 'Modèle:Palette Municipalité de Kladanj': 1, 'Modèle:Palette Municipalité de Kikinda': 1, 'Modèle:Palette Municipalité de Kanjiža': 1, 'Modèle:Palette Municipalité de Kalesija': 1}",Darius Ier
FDo64,"{'Modèle:Palette Municipalité de Ljubinje': 1, 'Modèle:Palette Municipalité de Ljig': 1, 'Modèle:Palette Municipalité de Lebane': 1, 'Modèle:Palette Municipalité de Lazarevac': 1, 'Modèle:Palette Municipalité de Lapovo': 1}","Datis,Léonidas Ier de Sparte,Léotychidas II,Xerxès Ier"
FDo64,"{'Projet:Palette/Maintenance/Exceptions': 1, 'Modèle:Palette Temple de la renommée des femmes du Connecticut': 1, ""Modèle:Palette Municipalité d'Usora"": 1, ""Modèle:Palette Municipalité d'Ugljevik"": 1, ""Modèle:Palette Municipalité d'Ub"": 1}",Campagne scythe de Darius Ier
FR,"{'Exposition pan-américaine': 6, 'Buffalo Street Parade': 5, 'Après la bataille': 5, ""Don't Breathe : La Maison des ténèbres"": 5, 'Harry, un ami qui vous veut du bien': 5}","Bataille du cap Mycale,Bataille de Platées,Bataille de Salamine,300 : La Naissance d'un empire,300 (bande dessinée),300 (film),La Bataille des Thermopyles,Spartatouille,Phidippidès"
FabienGomez,"{'Leslie (chanteuse)': 14, 'The Miz': 8, 'The Great Khali': 6, 'Katy Perry': 6, 'Saison 2 de Smallville': 5}",Darius Ier
Fabienkhan,"{'Utilisateur:Fabienkhan/Brouillon': 53, 'Iran': 22, 'Charia': 22, 'Téhéran': 6, 'Utilisateur:Fabienkhan': 6}","Achéménès (satrape),Ariabignès,Darius Ier,Xerxès Ier"
Fabrice Lorin,"{'Edmond Dyonnet': 108, 'Jacques-Alain Miller': 14, 'Joseph Delteil (poète)': 14, 'Paracelse': 10, 'Alexandre Adler': 10}",Xerxès Ier
Fabrice75,"{'6 avril': 5, 'Province de Namur': 4, 'Gustave de Mévius': 4, 'Utilisateur:Fabrice75': 4, 'Alarme': 4}",Bataille de Marathon
Fafnir,"{'Paul Newman': 4, 'Rails West!': 3, 'Bataille de Marignan': 3, ""Bataille d'Angleterre"": 3, ""Médaille commémorative de la campagne d'Italie (1943-1944)"": 3}","Thermopyles,Phidippidès"
Fandelatinphysiquehistoire,"{'Alun de potassium': 7, 'Aix-en-Provence': 3, 'Incident expérimental Leipzig L-IV': 2, 'Expansion viking': 2, 'Salva Kiir': 1}",Thermopyles
Fangaia,"{""Liste d'écrivains grecs antiques"": 3, 'Forum de Trajan': 2, 'Virgil Grissom': 1, 'Atmosphère de Vénus': 1, 'Nihilisme': 1}",Darius Ier
Fanny Vanipoda,"{'Les Poings contre les murs': 2, 'Brothers (film, 2009)': 1, 'Katie Chang': 1, ""Jack O'Connell"": 1, ""300 : La Naissance d'un empire"": 1}",300 : La Naissance d'un empire
Faqscl,"{'Utilisateur:Faqscl/brouillon2': 48, ""Droits de l'homme en Algérie"": 11, ""Économie de l'Algérie"": 8, 'Stade Nelson-Mandela (Baraki)': 7, 'Harki': 7}",Léonidas aux Thermopyles
Ficbot,"{'Utilisateur:Ficbot': 7, 'Transcaucasie': 2, 'Shudra': 1, 'Îles Salomon': 1, 'Semilouki': 1}",Darius Ier
FlaBot,"{'Betouel': 1, 'Ihram': 1, 'Hétérochromatine': 1, 'Opuntia rufida': 1, 'Buddy Rogers (acteur)': 1}","Mardonios,Thermopyles,Artapherne (fils d'Artapherne),Darius Ier,Hippias (tyran),Léonidas Ier de Sparte,Miltiade le Jeune,Xerxès Ier"
Flarijet,{'Bataille des Thermopyles': 1},"Bataille des Thermopyles,Bataille des Thermopyles"
FlatKos,"{'Vol DHL Aero Expreso 7216': 27, 'Mathilde Hignet': 20, 'Résultats par département des élections législatives françaises de 2022': 9, 'Liste des députés de la XVIe législature de la Cinquième République': 8, 'Mickaël Bouloux': 8}","Bataille des Thermopyles,Bataille des Thermopyles"
Florn88,"{'Gentiana orbicularis': 3, ""Occupation d'Haïti par les États-Unis"": 3, ""Traité d'Indian Springs (1821)"": 2, 'Année-lumière': 2, 'Scutellaria columnae': 2}","Bataille de l'Artémision,Bataille de l'Eurymédon,Bataille de Ladé (494 av. J.-C.),Bataille de Marathon,Bataille du cap Mycale,Bataille de Platées,Bataille de Salamine"
FocalPoint,"{'Simon de Gênes': 3, 'Georg Kiesewetter': 2, 'Ge Xuan': 2, 'Morris Louis': 2, 'Portail:Grèce/Kafeneion': 2}",Léotychidas II
Football Lab,"{'Saison 2022-2023 du Stade lavallois': 20, 'Bernard Simondi': 16, 'Fahid Ben Khalfallah': 15, 'Stéphane Crucet': 14, 'Stade lavallois Mayenne Football Club': 9}",Campagne scythe de Darius Ier
Fortelle65,"{'Utilisateur:Fortelle65/Monte Massico 2': 16, 'Utilisateur:Fortelle65/Monte Massico': 9, 'Chérifat de La Mecque': 9, 'Mella (rivière)': 9, 'Charles-Louis Mollevaut': 9}","Artaban (fils d'Hystaspe),Artaban l'Hyrcanien,Mégabaze"
Foudebassans,"{'Al-Khwârizmî': 27, 'Utilisateur:Foudebassans': 17, 'Projet:Hip-hop/Annonces': 10, 'Catégorie:Football freestyle': 10, 'Projet:Hip-hop/Bibliothèque': 7}",Léonidas Ier de Sparte
Fperfectio,"{'Rencontres internationales du court-métrage Image In Cabestany': 31, 'Péplum': 7, 'Sławomir Idziak': 4, '300 (film)': 4, 'Alexandre (film)': 2}",300 (film)
Fprovoost,"{'Frise des archers': 25, 'Suse (Iran)': 2, 'Utilisateur:Fprovoost/Brouillon': 2, 'Utilisateur:Frise des archers': 2, 'Utilisateur:Fprovoost': 2}",Bataille de Marathon
Frakir,"{'Chuck Comeau': 3, 'Gavi (football)': 2, 'Captain Morgan': 2, 'Gauche (politique)': 2, 'Société protectrice des animaux': 2}",Léonidas Ier de Sparte
Framabot,"{'Projet:Aide et accueil/Twitter/Tweets': 36, 'Utilisateur:El pitareio/Test petscan': 35, 'Utilisateur:Florian COLLIN/Requête petscan': 35, 'Utilisateur:Viking59/liste2': 35, 'Utilisateur:GrandCelinien/Matos4': 35}","Léonidas Ier de Sparte,Xerxès Ier"
Framabot,"{'Projet:Aide et accueil/Twitter/Tweets': 36, 'Utilisateur:El pitareio/Test petscan': 36, 'Utilisateur:Florian COLLIN/Requête petscan': 35, 'Utilisateur:Viking59/liste2': 35, 'Utilisateur:GrandCelinien/Matos4': 35}",Bataille de l'Artémision
Framawiki,"{'Utilisateur:Framabot/flow': 4, 'Gérard Gustin': 4, 'Projet:Aide et accueil/Volontaires': 4, 'Frank Lampard': 3, 'Projet:Les sans pagEs/Articles récents': 3}","300 (bande dessinée),300 (film),Thémistocle,Thorax de Larissa"
Franky007,"{'Liste de statues à Anvers': 15, 'Utilisateur:Franky007/Brouillon': 14, 'Utilisateur:Franky007': 11, 'Cathédrale de Zadar': 7, 'Ruines du château de Kenilworth': 7}",Xanthippe (père de Périclès)
Frantogian,"{'Tony Shalhoub': 105, 'George Michael': 40, 'Utilisateur:Frantogian/Contributions': 30, 'Michel Fugain': 23, 'Diane Keaton': 12}",La Bataille des Thermopyles
Franz53sda,"{'Matthijs Maris': 14, ""Syndrome d'Asperger"": 8, 'Jacob Maris': 8, 'Piet Mondrian': 8, 'Yot': 6}","Bataille des Thermopyles,Bataille des Thermopyles"
François Calvaresi,"{'Catégorie:Condamné à mort exécuté aux États-Unis au XXIe siècle': 3, 'Catégorie:Condamné à mort exécuté au Royaume-Uni au XIXe siècle': 2, 'Catégorie:Condamné à mort exécuté au Royaume-Uni au XXe siècle': 2, 'Catégorie:Condamné à mort exécuté en Angleterre au XVIIe siècle': 2, 'Edmond Beaufort (mort en 1471)': 2}","Campagne scythe de Darius Ier,Darius Ier,Hypérantès,Léonidas Ier de Sparte,Léotychidas II,Xerxès Ier"
François Calvaresi,"{'Catégorie:Condamné à mort exécuté aux États-Unis au XXIe siècle': 4, 'Catégorie:Condamné à mort exécuté au Royaume-Uni au XIXe siècle': 2, 'Catégorie:Condamné à mort exécuté au Royaume-Uni au XXe siècle': 2, 'Catégorie:Condamné à mort exécuté en Angleterre au XVIIe siècle': 2, 'Edmond Beaufort (mort en 1471)': 2}","Abrocomès,Achéménès (satrape),Ariabignès,Artaban l'Hyrcanien"
François Calvaresi,"{'Catégorie:Condamné à mort exécuté aux États-Unis au XXIe siècle': 4, 'Edmond Beaufort (mort en 1471)': 2, 'Thomas Aikenhead': 2, 'Sergueï Golovkine': 2, 'Catégorie:Condamné à mort exécuté aux États-Unis au XIXe siècle': 2}","Canal de Xerxès,Destruction achéménide d'Athènes,Les Perses,Première guerre médique,Seconde guerre médique,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles"
François-Dominique,"{'APL (langage)': 26, 'Ordinateur quantique': 21, 'Mini PC': 19, 'Windows 10': 18, 'Inférence bayésienne': 8}",Les Perses
Fred.th,"{'Élections municipales de 2020 à Montpellier': 11, 'Utilisateur:Fred.th': 10, 'Utilisateur:Fred.th/ECM Kawenga': 10, 'Groupe Fer de lance mélanésien': 9, 'Le Petit Bard': 8}",Phidippidès
Freddo,"{'2023 dans les parcs de loisirs': 15, '2022 dans les parcs de loisirs': 14, '75e cérémonie des Tony Awards': 6, '2021 dans les parcs de loisirs': 5, 'Portail:Fêtes et traditions/Calendrier/Juillet': 4}",Spartatouille
Friedrich~frwiki,"{""D'un nouveau complot contre les industriels"": 7, 'Stoïcisme': 6, 'Nicolas Malebranche': 5, 'Wikisource': 4, 'Heinrich Graetz': 4}",Les Perses
Frigobox,"{'Cléomène Ier': 6, 'Unexist': 5, 'Léonidas Ier de Sparte': 5, 'Utilisateur:Frigobox': 2, 'I Love Techno': 1}",Léonidas Ier de Sparte
Fv,"{'Pollution induite par les munitions': 18, 'Utilisateur:Fv': 9, ""Bataille d'Elhri"": 9, 'Éléphant blanc (expression)': 8, 'Glace': 8}",Phidippidès
Fylip22,"{'Pommerit-le-Vicomte': 6, 'Avatar (film, 2009)': 4, 'GDevelop': 4, 'Compression Attached Memory Module': 3, 'Phoque commun': 3}",Darius Ier
G-37,"{'Pandémie de Covid-19': 18, 'Chroma': 16, 'Fairphone': 5, 'Projet:Infobox/Demandes': 3, 'Vol Ethiopian Airlines 302': 3}",300 (film)
Ga3lig,"{'Fluide non newtonien': 4, 'Deuxième tour des éliminatoires de la zone Asie de la Coupe du monde de football 2022': 4, ""Saison 2021-2022 de l'AC Ajaccio"": 3, 'Anny Romand': 2, 'Alain Accardo': 2}","Destruction achéménide d'Athènes,300 : La Naissance d'un empire"
Galdrad,"{'Modèle:Coronavirus/Graph/Corée du Sud': 48, 'Pandémie de Covid-19 en Corée du Sud': 17, 'The Insider (média)': 12, 'Relations entre la Corée du Nord et le Pakistan': 9, 'Oksana Baulina': 8}",Guerres médiques
Galvanoplastie rédhibitoire,"{'Louis Le Comte': 35, 'Madame Guyon': 34, ""Henri d'Harcourt (1654-1718)"": 24, 'Lycée Émile-Zola de Rennes': 23, 'Charles Le Gobien': 15}",300 : La Naissance d'un empire
Gamsbart,"{'Parti des pirates (Allemagne)': 28, 'Empfangshalle': 16, 'Corbinian Böhm': 12, 'Benedikt Böhm': 12, 'Michael Gruber (artiste)': 11}",Éphialtès de Trachis
Garwiel,"{'Lorena Ochoa': 7, 'Wavre': 7, 'Jules César': 5, 'Mölkky': 4, 'Gambrinus': 3}",300 (film)
Gatien Couturier,"{'Viticulture en Italie': 22, 'Paul Curie': 9, 'François (pape)': 6, 'Liste des cépages par pays': 5, 'Liste des cépages par ordre alphabétique': 4}",Guerres médiques
Gau,"{'Zeus': 13, 'Projet:Mythologie grecque/Articles récents': 9, 'Madame du Barry': 8, 'Iaso': 7, 'Hyades (mythologie)': 6}","Éphialtès de Trachis,Léonidas Ier de Sparte"
Gemini1980,"{'Mont Bartle Frere': 4, 'Apennin ligure': 3, 'Chaînon Baraboo': 3, 'Monts Crary': 3, 'Jotunheimen': 2}","Guerres médiques,Bataille de l'Artémision,Bataille de Marathon,Bataille de Platées,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles,Cimon,Datis,Thémistocle"
Gene.arboit,"{'Utilisateur:Manubou5/Brouillon': 27, ""Colorado Women's Hall of Fame"": 16, 'Administration météorologique coréenne': 15, 'Les Verts mondiaux': 13, 'Human Rights (Women in Armed Forces) Amendment Act 2007': 11}",Xerxès Ier
