User_Name,Five_most_used_Theme,Category
Geobot,"{'Utilisateur:Geobot/Journal/2012-05-20': 25, 'Linneus (Missouri)': 1, 'Lindsay (Oklahoma)': 1, 'Linderödsåsen': 1, 'Linden (Texas)': 1}","Bataille de l'Artémision,Bataille de Marathon"
Georges33,"{'Cyrille Cahen': 43, 'Utilisateur:Georges33/Brouillon': 37, 'Histoire des Juifs en Hongrie': 26, 'Ramsay MacDonald': 22, 'Révolution philippine': 11}",Thémistocle
Gerakibot,"{'Compagnie de Jésus': 3, 'Politique étrangère (revue)': 3, 'Pantelís Karasevdás': 2, 'Pávlos Pavlídis': 2, 'Vrahovice': 2}","Cimon,Darius Ier,Léonidas Ier de Sparte,Léotychidas II,Phidippidès,Xanthippe (père de Périclès)"
Ggal,"{'Lotus Exige': 3, 'Jetour X70': 3, 'Sehol E10X': 3, 'Modèle:Infobox Automobile': 3, 'Neta V': 2}","Bataille de l'Artémision,300 (film),Phidippidès"
Ghb15,"{'Utilisateur:Ghb15': 39, 'Lanfeust': 23, 'Phalompe': 15, 'Précaire': 8, 'Utilisateur:Cedric Labrousse': 5}","Eurybiade,Thémistocle"
Ginolerhino,"{'Sainte Lance': 64, 'Rhinocéros de Dürer': 39, 'Rhinocéros célèbres en Europe': 26, 'Fontaine-le-Port': 16, 'Rhinocéros dans la culture': 13}",Les Perses
Gkml,"{'Malcolm Rifkind': 3, 'Izi solutions': 3, 'Utilisateur:Gkml': 2, 'SERAP industries': 2, 'Institut des sciences de la Terre (France)': 2}","Bataille des Thermopyles,Bataille des Thermopyles"
Gnurok,"{'Attentat du 30 janvier 2023 à Peshawar': 5, 'Loi Sáenz Peña': 4, 'Élection à la direction du Parti travailliste britannique de 1980': 4, 'Élection présidentielle de 2023 en république populaire de Chine': 4, 'Génération de 1880': 3}","Mardonios,Achéménès (satrape),Darius Ier,Xerxès Ier"
GoginkLobabi,"{'Liste de tornades en France': 51, ""Liste d'îles par superficie"": 24, 'Utilisateur:GoginkLobabi': 10, 'Tamalou': 10, 'Pontoise': 6}",Xerxès Ier
Gokimines,"{'Championnat du monde de Scrabble hispanophone': 12, 'Utilisateur:Gokimines': 11, ""Utilisateur:KalinGrizzly/Sport de l'esprit"": 10, 'Utilisateur:Gokimines/Brouillon': 9, '79e Meijin (shogi) 2020-2021': 8}","Bataille des Thermopyles,Bataille des Thermopyles"
Goku,"{""Liste des Premiers ministres d'Élisabeth II"": 86, 'Rod Laver': 36, 'Traité de Bruxelles (2011)': 25, 'Palmarès et statistiques de Rafael Nadal': 15, 'Utilisateur:Goku': 12}","Darius Ier,Xerxès Ier"
Golmote,"{'Utilisateur:Golmote/MediaWiki:Gadget-C helper dph.js': 7, 'Utilisateur:Golmote/common.js': 5, 'Utilisateur:Golmote/MediaWiki:Gadget-C helper.js': 4, 'PLK (rappeur)': 3, 'Aveluma': 3}","Abrocomès,Achéménès (satrape),Ariabignès,Artaban (fils d'Hystaspe),Darius Ier,Hypérantès,Léonidas Ier de Sparte,Xerxès Ier"
Gordibach,"{'Église Santi Luca e Martina de Rome': 9, 'Tempietto de San Pietro in Montorio': 8, 'Fondation Eugène-Napoléon': 7, 'Deborah Lifchitz': 6, 'Église San Giovanni Battista dei Fiorentini': 6}",Léonidas aux Thermopyles
Gothus,"{""Histoire biblique du peuple d'Israël"": 4, ""David (roi d'Israël)"": 4, 'Moïse': 4, 'Utilisateur:Gothus': 3, ""Salomon (roi d'Israël)"": 3}","Darius Ier,Léonidas Ier de Sparte,Xerxès Ier"
Gpvosbot,"{'Congee': 2, 'Quatuor à cordes n° 1 de Beethoven': 2, 'Cour de cassation (Belgique)': 1, 'Cour de cassation (France)': 1, 'Cour de cassation': 1}","Cimon,Darius Ier,Miltiade le Jeune,Thémistocle,Xerxès Ier"
GrandCelinien,"{'Projet:Aide et accueil/Twitter/Tweets': 149, 'Shireen Abu Akleh': 38, 'Edith Savage-Jennings': 16, 'Garde nationale (Nicaragua)': 10, 'Marcia Chatelain': 10}","Bataille de Salamine,Molon labe,Léonidas Ier de Sparte"
GrandEscogriffe,"{'Utilisateur:GrandEscogriffe/Liste des pays par population': 6, 'Liste des pays par population': 5, ""Vizir fatimide d'Égypte"": 4, 'Module:Infobox/Bac à sable': 4, 'Modèle:Géolocalisation/Adana (province)': 4}","Guerres médiques,Campagne scythe de Darius Ier,Thémistocle"
Gratus,"{'Projet:Articles sans portail/1': 9, 'Utilisateur:Gratus': 6, 'Khénémet-néfer-hedjet Ire': 6, 'Kim Jackson': 5, 'Daniels c. Canada (Affaires indiennes et du Nord canadien)': 5}",Bataille de Platées
Greatpatton,"{'5 février': 13, 'Utilisateur:Greatpatton': 10, 'Curling aux Jeux olympiques de 2006': 9, 'Talisman (jeu)': 7, '1923': 6}","Les Perses,Xerxès Ier"
Grecha,"{'Barbara Longhi': 8, 'Pulperie de Chicoutimi': 6, ""Projet:Liens vers les pages d'homonymie/Export du 25 juillet 2013"": 5, 'Nombre de Damköhler': 5, 'Bataillon': 4}",Darius Ier
Greco22,"{'Athanásios Diákos': 5, 'Theódoros Kolokotrónis': 4, ""Guerre d'indépendance grecque"": 4, 'Thessalonique': 4, 'Vénizélisme': 3}",Thermopyles
Gregory 14,"{""Modèle:Première guerre de l'opium"": 10, 'John C. Holmes': 8, ""Première guerre de l'opium"": 6, 'Incident du Passaleão': 4, ""Siècle d'humiliation"": 4}",Bataille de Ladé (494 av. J.-C.)
Gretaz,"{'Utilisateur:Gretaz': 31, 'Glacier Blanc': 25, 'Parasaurolophus': 20, 'Hypothalamus': 13, 'Utilisateur:Gretaz/Galerie': 12}",Xerxès Ier
Grook Da Oger,"{'Marcelo Garcia': 40, 'Modèle:Infobox Montre': 30, 'Hypokaliémie': 12, 'Test de Ruffier': 10, 'Omega Seamaster': 9}","Léonidas Ier de Sparte,Phidippidès"
GrouchoBot,"{'Vrahovice': 2, 'Leonardo De Lorenzo': 2, 'Gagaouze': 2, 'Kota Kinabalu': 2, 'Santiago Mariño': 1}","Mardonios,Bataille de l'Eurymédon,Bataille du cap Mycale,Bataille de Platées,300 : La Naissance d'un empire,300 (film),Léonidas aux Thermopyles,Spartatouille,Artapherne,Darius Ier,Datis,Eurybiade,Hippias (tyran),Léotychidas II,Thémistocle"
Groupir !,"{'Utilisateur:Groupir !/Fantomas': 154, 'Le Grand Restaurant (film, 1966)': 65, 'Utilisateur:Groupir !/Le Grand Restaurant': 36, 'Utilisateur:Groupir !/Brouillon De Funès : page centrale': 26, 'Utilisateur:Groupir !/Le Gendarme de St Tropez': 19}",Spartatouille
GrrrrBot,"{'Utilisateur:IcemanGrrrr/LogReq22': 6, 'Utilisateur:IcemanGrrrr/LogReq24': 3, 'Utilisateur:IcemanGrrrr/LogReq25': 3, 'Utilisateur:IcemanGrrrr/LogReq26': 2, 'Villa Poiana': 1}",300 (film)
Grumpfou,"{'Utilisateur:Grumpfou': 34, 'Zoulous': 16, 'Utilisateur:Grumpfou/test': 14, 'Utilisateur:Grumpfou/memo': 13, ""Bataille d'Isandhlwana"": 10}",Eurybiade
Guilieb,"{'Utilisateur:Guilieb': 20, 'Saison 5 de Skam France': 15, 'Gilles Verdez': 8, 'Préguillac': 7, 'Interstellar': 5}","Bataille des Thermopyles,Bataille des Thermopyles,Xerxès Ier"
Guillaume Le Conquistador,"{'Microchimérisme': 18, 'Chimiophobie': 17, 'Rentrée scolaire': 15, 'American Council on Science and Health': 15, 'Ernest Kaho': 15}","Bataille de Salamine,Cimon"
Gukguukk28,"{'Utilisateur:Gukguukk28': 12, 'Impôt progressif': 7, 'Lutte des classes': 5, 'Vendredi 13 (film, 1980)': 5, 'Séparation des pouvoirs': 4}",300 (bande dessinée)
Gundan,"{""Province d'Italie"": 27, ""Modèle:Carte/Régiments d'infanterie en France en 1914"": 12, ""Centre d'étude du Bouchet"": 10, 'Africa Eco Race 2022': 9, 'Modèle:Palette Industrie nucléaire en Belgique': 9}","Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles,300 : La Naissance d'un empire,Thermopyles,Léonidas Ier de Sparte,Miltiade le Jeune,Thémistocle"
Gustave67,"{'SAP S/4HANA': 4, 'Naps': 4, ""Autochtones d'Amérique"": 3, 'Stratégies A2/AD': 3, 'Jack Nicholson': 2}",Bataille de Salamine
Guy Delsaut,"{'Liste des pièces commémoratives de 2 euros de 2021': 27, 'Liste des chansons de Florent Pagny': 11, 'Liste des pièces commémoratives de 2 euros de 2022': 8, 'Sauver Lisa': 8, 'Liste des chansons de Zazie': 7}","Achéménès (satrape),Ariabignès"
Guéniure d'allium,"{'Lac Sevan': 2, 'Dilidjan': 2, 'Barcelone': 2, '300 (film)': 1, 'Bundaberg': 1}",300 (film)
Gwalarn,"{'Liste de prénoms bretons': 25, 'Chant grégorien': 18, 'Kanomp uhel': 16, ""Liste d'anthroponymes devenus noms communs"": 15, 'Non-violence': 15}",Thermopyles
Gwydion33,"{'Olympiades des métiers': 45, 'Saison 6 de True Blood': 25, 'Épisodes de The Cape': 13, 'The Cape': 10, 'True Blood': 5}",300 : La Naissance d'un empire
Gyrocompa,"{'Liste de découvertes et inventions liées au hasard': 5, 'Brocciu': 4, 'Gedhun Choekyi Nyima': 3, 'Renault Modus': 3, 'Autoroute espagnole M-50': 3}","Bataille des Thermopyles,Bataille des Thermopyles,Hippias (tyran)"
Gyrostat,"{'Fusillade du 23 décembre 2022 à Paris': 19, 'Vol Yeti Airlines 691': 15, 'Louise Morel (femme politique)': 8, 'Invasion de la Place des Trois Pouvoirs': 8, ""Accident d'hélicoptère de 2023 à Brovary"": 7}","Première guerre médique,Thémistocle"
Gz260,"{'Utilisateur:Gz260/Programme/2023/Wikidata': 26, 'Autoroute A-14 (Espagne)': 18, 'Autoroute A-14R2 (Espagne)': 11, ""Utilisateur:Gz260/Réponses/Suppression d'une page"": 7, 'Utilisateur:Gz260/common.js': 6}","Spartatouille,Miltiade le Jeune"
Gzen92,"{'Utilisateur:Gzen92/Articles créés/Détail/2013-08': 24, 'Colmar': 8, 'Les Dominicains de Colmar': 7, 'Utilisateur:Gzen92/Articles créés/Détail': 7, 'Rue de la Herse': 6}","Darius Ier,Hippias (tyran),Xanthippe (père de Périclès),Xerxès Ier"
Gzen92Bot,"{'Projet:Illustration des communes françaises/999': 7, 'Projet:Illustration des communes françaises/987': 7, 'Projet:Illustration des communes françaises/988': 6, 'Projet:Illustration des communes françaises/978': 6, 'Projet:Illustration des communes françaises/89': 6}","Guerres médiques,Bataille de Marathon,Bataille des Thermopyles,Bataille des Thermopyles,300 (bande dessinée),300 (film),Léonidas aux Thermopyles,Molon labe,Rue des Thermopyles,Xanthippe (père de Périclès)"
HIMOUTO,{'Xerxès Ier': 1},Xerxès Ier
HRoestBot,"{'Paris-Nice 2013': 2, 'Mirage (Transformers)': 2, 'Gour Emir': 2, 'Gerhart Baum': 1, 'Mohamed Ofei Sylla': 1}","300 : La Naissance d'un empire,Callimaque le Polémarque,Darius Ier"
Hadrianus,"{'Johann Ludwig Schönleben': 15, 'Galerie nationale de Slovénie': 12, 'Gurina': 10, 'Ferdo Vesel': 9, 'Matija Jama': 8}","Éphialtès de Trachis,Adimante de Corinthe,Cimon,Hippias (tyran),Léonidas Ier de Sparte,Léotychidas II,Miltiade le Jeune,Thémistocle,Xanthippe (père de Périclès)"
Hadrien,"{'Gangkhar Puensum': 21, 'Michael Ward (alpiniste)': 16, 'Nicolas Flamel': 14, 'Alchimie': 12, 'Vivre libre ou mourir': 12}","Serment de Platées,Bataille de Platées"
Haimji,"{'Saison 4 de Lost Girl': 10, 'Dead or Alive (jeu vidéo)': 9, 'Eddie Barclay': 5, 'Gardien de la paix': 5, 'Légion étrangère': 5}","Bataille des Thermopyles,Bataille des Thermopyles"
Halpheus,"{'Uranus': 7, 'Utilisateur:Halpheus': 5, 'Tancarville': 5, 'David Martinon': 4, 'Victory Program': 3}","300 (bande dessinée),Léonidas Ier de Sparte"
Harmonia Amanda,"{'Liste des élèves de la Royal Academy of Dramatic Art': 33, 'Utilisatrice:Harmonia Amanda/Atelier': 10, 'Whedonverse': 9, 'Modèle:Tableau qualificateurs/Documentation': 8, 'Championnats des quatre continents de patinage artistique 2018': 4}",Léonidas Ier de Sparte
Harrieta171,"{'Appareil photographique historique': 62, 'Style néo-russe': 9, 'Siège de Nantes (1487)': 8, 'Hicham Nazzal': 8, 'Mazamet': 7}","Rue des Thermopyles,Campagne scythe de Darius Ier"
HasharBot,"{'OpenPGP': 3, 'Monsieur Batignole': 2, 'Jaffa': 2, 'Hangzhou': 2, 'Personnages de Jedi Knight': 2}","Artapherne (fils d'Artapherne),Darius Ier,Léonidas Ier de Sparte"
Hdnoel,"{'Superboy-Prime': 18, 'Tigra': 13, 'Armée de Carthage': 12, 'Thor (comics)': 10, 'Ronchamp': 9}",Guerres médiques
Helgismidh,"{'Utilisateur:Helgismidh': 23, 'Portail:Alpinisme et escalade/Actualités': 15, 'Escalade': 15, 'Portail:Alpinisme et escalade/Actualités/Archives1': 13, ""Coupe du monde d'escalade de 2014"": 12}",Guerres médiques
Henri Louis Lemoine,{'Léonidas Ier de Sparte': 1},Léonidas Ier de Sparte
Henri de Rohan,{'Guerres médiques': 1},Guerres médiques
HenriDavel,"{""Pump It Up (chanson d'Elvis Costello)"": 31, 'Le Défilé': 9, 'Nicole Lattès': 8, ""Tu t'en vas"": 7, 'Françoise Dupuy': 7}","300 (film),Spartatouille"
Hercule,"{""Mains en l'air"": 5, 'Classe Maréchal Nedeline': 4, 'Marine chypriote': 4, 'M992': 4, 'Liste des U-Boote allemands de la Première Guerre mondiale': 4}","Paix de Callias,Bataille de l'Eurymédon,Bataille de Ladé (494 av. J.-C.),Bataille de Marathon,Bataille du cap Mycale,Bataille de Platées,300 : La Naissance d'un empire,Ariabignès,Artapanus,Cimon,Darius Ier,Datis,Eurybiade,Miltiade le Jeune,Xerxès Ier"
Hercule200,"{'Virginie (série télévisée, 1996)': 121, 'Les Trolls 2 : Tournée mondiale': 5, 'Spider-Man: New Generation': 5, 'La Légende de Tarzan et Jane': 5, 'Les Nouveaux Héros': 5}",Spartatouille
HerculeBot,"{'Projet:Ateliers Femmes et Féminisme (Nantes)/Printemps 2020': 23, 'Projet:LGBT/Mois des fiertés/2020': 8, 'Projet:Les sans pagEs/RESET!': 7, ""Projet:Les sans pagEs/Suggestions d'articles"": 6, 'Projet:Politique/À faire': 5}","Guerres médiques,Bataille de l'Artémision,Bataille de l'Eurymédon,Bataille de Marathon,Bataille du cap Mycale,Bataille de Platées,Bataille de Salamine,300 (film),La Bataille des Thermopyles,Éphialtès de Trachis,Léonidas aux Thermopyles,Molon labe,Spartatouille,Achéménès (satrape),Artapherne,Callimaque le Polémarque,Darius Ier,Xerxès Ier"
Hercules,"{'Le Poinçonneur des Lilas': 9, 'Les Beaux Gosses': 9, 'Le Pain quotidien': 9, 'La Horde (film, 2009)': 7, 'Résidence de la Cambre': 6}",300 (film)
Herr Satz,"{'Liste des plaques commémorant le bicentenaire de la Révolution à Paris': 21, 'Horloge de la fin du monde': 11, 'Phryges': 10, 'Centre international de recherche sur le cancer': 8, ""Hôtel de préfecture du Val-d'Oise"": 7}","Les Perses,Bataille de l'Artémision"
Heurtelions,"{'Famille de Butler': 116, 'Vic-sur-Cère': 22, ""Liste de familles subsistantes d'ancienne bourgeoisie française"": 12, 'Descendants de Saint Louis': 10, 'Le Palais': 9}",300 (film)
HeyCat,"{'Guerres puniques': 9, 'Usage des robots': 3, 'Marion Sigaut': 3, 'Vienne (département)': 2, 'France Maghreb 2': 2}",Bataille de Salamine
Hhorus,"{'Utilisateur:Hhorus/Famille de Menon': 285, 'Utilisateur:Hhorus': 23, 'Utilisateur:Hhorus/Arbres des dynastie égyptiennes': 14, 'Louis François Henri de Menon': 11, 'Château de la Rongère (Saint-Sulpice)': 8}","Darius Ier,Xerxès Ier"
HilmarHansWerner,"{'Guerres médiques': 4, 'Liste des musées de Paris': 2, 'Reinhold Begas': 1, 'Yan Wengui': 1}",Guerres médiques
Histoire-fr.com,"{'Énéide': 16, 'Thanos (Marvel Comics)': 15, 'Euryale': 10, 'Utilisateur:Histoire-fr.com': 6, 'Nisus': 4}",Xerxès Ier
Historien chipoteur,"{'Nordalbingie': 10, 'La Mer (chanson de Charles Trenet)': 8, 'The Metamorphosis of Prime Intellect': 7, 'Burgondes': 6, 'Auteurs latins par ordre chronologique': 5}","Guerres médiques,Les Perses,Bataille des Thermopyles,Bataille des Thermopyles,300 (film)"
Hjv,"{'JurisPedia': 16, 'Semantic MediaWiki': 5, 'Utilisateur:Hjv/monobook.css': 5, 'Utilisateur:Hjv/Monobook.css': 5, 'Julius von Staudinger': 4}",300 (bande dessinée)
HouseTyrell,"{'Utilisateur:HouseTyrell': 49, 'Fantasy': 22, 'Bas-Lag': 16, 'Le Cairn de Grimmin': 14, 'Fantasy historique': 12}",300 (bande dessinée)
Housseton,"{'Théophile (empereur byzantin)': 25, 'Massacre de Malmedy': 18, 'Utilisateur:Housseton': 10, 'Christine Mital': 9, 'Marie-Nicolas Bouillet': 7}","Bataille de l'Artémision,Bataille de Platées,Bataille de Salamine,Bataille des Thermopyles,Bataille des Thermopyles"
Housterdam,"{'Table de multiplication': 5, 'Keu': 3, 'Transport de troupes (navire)': 2, 'Fables de La Fontaine': 2, 'Eyjafjöll': 2}",Bataille de Marathon
Howard Drake,"{'Utilisateur:Howard Drake': 15, '21e cérémonie des Victoires de la musique': 12, 'Portail:Comics/Articles récents': 5, 'Karen Cheryl': 4, 'Las Vegas': 3}",Thermopyles
Hpa,"{'Unto This Last': 7, 'Carré logique': 7, 'Logique de Port-Royal': 5, 'Apodictique': 4, 'Prométhée enchaîné': 4}","Artapherne,Cimon"
Hubot31,"{'Montauban': 5, 'Plongeon': 4, 'Maillot de bain': 4, 'World War Z (film)': 4, 'One Direction': 3}",300 : La Naissance d'un empire
Huesca,"{'Puy du Fou': 28, ""Projet:Wikiconcours lycéen 2018-2019/Académie d'Orléans-Tours/Lycée Jacques-Coeur, Bourges"": 20, 'Projet:Wikiconcours lycéen 2017-2018/Tableau récapitulatif': 19, 'Petra Herrera': 9, 'Émeutes de Sacheverell': 8}",Thémistocle
Hugobcn,"{'Musée national de Prague': 3, 'Giuseppe Mazzini': 3, ""Ligue des champions de l'UEFA 2013-2014"": 3, 'Utilisateur:Hugobcn/Brouillon': 2, 'Concours Eurovision de la chanson 2020': 2}","Bataille des Thermopyles,Bataille des Thermopyles"
Hunsu,"{'Saison 19 de South Park': 9, 'In Due Time': 9, 'Felicia Pearson': 8, 'Saison 1 de Better Call Saul': 8, 'Saison 3 de Vikings': 7}",Adimante de Corinthe
Huster,"{'Eugène Marbeau': 3, 'Octave Vaudable': 2, 'Aloys Van de Vyvere': 2, 'Aimée van de Wiele': 2, 'Philippe Van Tieghem': 2}","Les Perses,Les Murailles de feu,Artaban l'Hyrcanien"
Hxhbot,"{'Uno': 2, 'La Passion du Christ': 2, 'La Mort à Venise': 2, 'Charlatanisme': 1, 'Barrage de Nam Theun 2': 1}",Callimaque le Polémarque
Hydrel,"{'Poissy': 43, 'Maison de Fer (Poissy)': 37, 'Stade Léo-Lagrange (Poissy)': 19, 'Ancien pont de Poissy': 16, 'Utilisateur:Hydrel/Brouillon': 14}",Spartatouille
Hyméros,"{'Marc Ouellet': 6, 'Christophe Haag': 5, ""Régis N'Kissi"": 5, 'Gabriel Gaté': 5, 'Marie Rose Dibong Biyong': 5}","Guerres médiques,Bataille de Salamine,Léonidas Ier de Sparte"
Hégésippe Cormier,"{'Saison 2 de Fringe': 15, 'Mourir peut attendre': 5, 'Panthéon (Paris)': 5, 'Éric Werner': 5, 'Hunger Games (roman)': 4}","300 (film),Thémistocle,Xanthippe (père de Périclès)"
IAlex,"{'Canton de Neuchâtel': 5, 'Yánnis Rítsos': 5, ""Ligne de l'Heitersberg"": 4, 'Grand bombardement tardif': 3, ""Pollution de l'eau"": 3}",Léonidas Ier de Sparte
IMD3F,"{'Liste de séries cinématographiques': 24, 'Équipe de France de football': 21, 'Elden Ring': 15, 'Utilisateur:IMD3F': 11, 'Mykhaïlo Mudryk': 7}",Léonidas Ier de Sparte
INA,"{""La Duchesse d'Avila"": 16, 'La Métamorphose (téléfilm)': 12, ""Les Coulisses de l'exploit"": 12, 'Roman de Renart': 12, 'La Peau de chagrin (téléfilm, 1980)': 11}",Les Perses
ISoulend,"{'Hippocrate (stratège)': 8, 'Bronze de Corinthe': 7, 'Bataille des Portes persiques': 6, 'Bataille de Délion': 5, 'Bataille de Leuctres': 5}","Bataille de Platées,Cimon"
Ice Scream,"{'Andrew McAuley': 59, 'Farthest South': 31, 'Steve McNair': 16, 'Aly Cissokho': 14, 'Projet:Label/Thèmes potentiels': 13}",Thermopyles
Ichtofish,"{'Utilisateur:Ichtofish': 2, 'Civil War (groupe)': 1, 'Juin 1852': 1, 'Game of Thrones': 1, 'Jean-Pierre Delacroix': 1}",300 : La Naissance d'un empire
Ideawipik,"{'Projet:Modèle/Demandes': 5, ""Portail:Histoire de la zoologie et de la botanique/Liste des abréviations d'auteur en taxinomie végétale"": 4, 'Modèle:Infobox MMA/Documentation': 3, 'Modèle:Palette Cosmos 1999': 2, 'Projet:Liens rouges/Modèle Lien avec un paramètre problématique': 2}","Bataille des Thermopyles,Bataille des Thermopyles"
Idioma-bot,"{'Argo (film)': 2, 'Catégorie:Personnage du Mahabharata': 2, 'Bhima': 2, 'Piran': 2, 'Gerridae': 1}","Bataille de Platées,Léonidas Ier de Sparte"
Ilario,"{'Utilisateur:Ilario': 13, 'Italien': 7, 'Carlo Marchionni': 6, 'Utilisateur:Ilario/monobook.js': 6, 'Francesco Laurana': 4}",300 (bande dessinée)
In the laps of the gods,"{'Paramount Pictures': 80, 'Utilisateur:In the laps of the gods/Films': 18, 'Harrison Ford': 6, 'Le Pont de la rivière Kwaï (film)': 4, 'Fichier:Paramount Pictures - premier logo.jpg': 3}","300 (film),Léonidas Ier de Sparte"
InfraRouge77,"{'Saison 2022-2023 du Manchester City FC': 22, 'Patinage de vitesse aux Jeux olympiques': 16, ""Saison 2022-2023 de l'En avant Guingamp"": 11, 'Groupe E de la Coupe du monde de football 2022': 5, 'Groupe B de la Coupe du monde de football 2022': 5}",300 (film)
Iniți,"{'Élections territoriales de 2021 en Guyane': 5, 'Just Commentary. International Mouvement for a Just World': 3, 'Key West': 2, 'Mali': 2, 'Pandémie de Covid-19 au Japon': 2}",Bataille de Salamine
Io Herodotus,"{'Trintelzand': 14, 'Pont Russey Keo': 11, 'Marker Wadden': 9, 'Pont Russey Keo provisoire en acier': 8, 'Sheila (chanson)': 7}","Canal de Xerxès,Les Perses"
Iolchos07,"{'Utilisateur:Iolchos07/Brouillon2': 15, 'Liste de mosquées en Grèce': 13, 'Týrnavos': 8, 'Némée': 7, 'Manoir Georgios-Schwartz': 7}",Bataille de Marathon
Irwc,"{'Université de La Rochelle': 9, 'Alexandre Mallet-Guy': 6, 'Euroméditerranée': 4, 'Utilisateur:Irwc/m/transparence': 3, 'Avanguardia Nazionale': 3}","Bataille des Thermopyles,Bataille des Thermopyles,Léonidas aux Thermopyles"
Isaac Sanolnacov,"{'Nortraship': 11, 'François Truffaut': 7, ""L'Ange bleu (film, 1930)"": 6, 'AMX-40': 6, 'Édouard de Castelnau': 6}","Bataille de l'Artémision,Thermopyles,Léonidas Ier de Sparte"
